date,wssPrecipTotal,precipQF
"2019-03-01",2.370,0
"2019-03-02",1.730,0
"2019-03-03",21.090,1
"2019-03-04",1.560,0
"2019-03-05",2.020,0
"2019-03-06",2.260,0
"2019-03-07",1.610,0
"2019-03-08",0.940,0
"2019-03-09",0.960,0
"2019-03-10",3.790,0
"2019-03-11",13.740,0
"2019-03-12",1.920,0
"2019-03-13",1.230,0
"2019-03-14",6.340,0
"2019-03-15",16.660,0
"2019-03-16",1.810,0
"2019-03-17",2.300,0
"2019-03-18",2.000,0
"2019-03-19",2.270,0
"2019-03-20",2.200,0
"2019-03-21",2.690,0
"2019-03-22",2.300,0
"2019-03-23",1.680,0
"2019-03-24",1.610,0
"2019-03-25",1.520,0
"2019-03-26",1.760,0
"2019-03-27",1.620,0
"2019-03-28",1.530,0
"2019-03-29",1.920,0
"2019-03-30",1.970,0
"2019-03-31",5.420,0
