date,wssPrecipTotal,precipQF
"2022-02-01",0.400,0
"2022-02-02",0.470,0
"2022-02-03",0.570,0
"2022-02-04",0.400,0
"2022-02-05",2.710,0
"2022-02-06",0.040,0
"2022-02-07",0.520,0
"2022-02-08",0.620,0
"2022-02-09",0.980,0
"2022-02-10",0.650,0
"2022-02-11",2.570,0
"2022-02-12",1.330,0
"2022-02-13",0.680,0
"2022-02-14",0.380,0
"2022-02-15",0.820,0
"2022-02-16",0.000,0
"2022-02-17",0.720,0
"2022-02-18",2.870,0
"2022-02-19",1.230,0
"2022-02-20",0.630,0
"2022-02-21",4.820,0
"2022-02-22",7.610,0
"2022-02-23",1.020,0
"2022-02-24",0.410,0
"2022-02-25",0.450,0
"2022-02-26",1.360,0
"2022-02-27",1.050,0
"2022-02-28",0.520,0
