date,wssPrecipTotal,precipQF
"2018-10-01",0.960,1
"2018-10-02",1.040,1
"2018-10-03",0.500,1
"2018-10-04",1.190,1
"2018-10-05",1.080,1
"2018-10-06",0.480,1
"2018-10-07",0.590,1
"2018-10-08",0.870,1
"2018-10-09",0.240,1
"2018-10-10",0.860,1
"2018-10-11",0.420,1
"2018-10-12",0.470,1
"2018-10-13",0.240,1
"2018-10-14",0.470,1
"2018-10-15",0.290,1
"2018-10-16",1.270,1
"2018-10-17",0.600,1
"2018-10-18",0.370,1
"2018-10-19",0.810,1
"2018-10-20",0.250,1
"2018-10-21",0.210,1
"2018-10-22",0.510,1
"2018-10-23",0.340,1
"2018-10-24",0.910,1
"2018-10-25",0.570,1
"2018-10-26",0.430,1
"2018-10-27",0.460,1
"2018-10-28",0.080,1
"2018-10-29",0.170,1
"2018-10-30",0.000,1
"2018-10-31",0.000,1
