date,wssPrecipTotal,precipQF
"2019-08-01",0.950,0
"2019-08-02",1.410,0
"2019-08-03",1.470,0
"2019-08-04",1.180,0
"2019-08-05",0.990,0
"2019-08-06",0.920,0
"2019-08-07",1.040,0
"2019-08-08",0.840,0
"2019-08-09",1.400,0
"2019-08-10",10.470,0
"2019-08-11",1.370,0
"2019-08-12",1.590,0
"2019-08-13",1.800,0
"2019-08-14",1.300,0
"2019-08-15",1.030,0
"2019-08-16",1.340,0
"2019-08-17",0.620,0
"2019-08-18",1.330,0
"2019-08-19",1.300,0
"2019-08-20",1.050,0
"2019-08-21",1.930,0
"2019-08-22",2.420,0
"2019-08-23",1.520,0
"2019-08-24",1.370,0
"2019-08-25",1.480,0
"2019-08-26",1.510,0
"2019-08-27",1.030,0
"2019-08-28",2.120,0
"2019-08-29",5.300,0
"2019-08-30",1.080,0
"2019-08-31",1.470,0
