date,wssPrecipTotal,precipQF
"2019-07-01",2.520,0
"2019-07-02",1.750,0
"2019-07-03",2.270,0
"2019-07-04",4.500,0
"2019-07-05",1.440,0
"2019-07-06",1.050,0
"2019-07-07",0.800,0
"2019-07-08",1.420,0
"2019-07-09",1.150,0
"2019-07-10",0.800,0
"2019-07-11",0.870,0
"2019-07-12",1.410,0
"2019-07-13",1.570,0
"2019-07-14",0.910,0
"2019-07-15",0.950,0
"2019-07-16",1.600,0
"2019-07-17",3.820,0
"2019-07-18",0.820,0
"2019-07-19",0.740,0
"2019-07-20",0.830,0
"2019-07-21",0.850,0
"2019-07-22",0.940,0
"2019-07-23",0.990,0
"2019-07-24",3.550,0
"2019-07-25",1.590,0
"2019-07-26",0.970,0
"2019-07-27",0.650,0
"2019-07-28",2.510,0
"2019-07-29",0.990,0
"2019-07-30",1.090,0
"2019-07-31",2.570,0
