date,wssPrecipTotal,precipQF
"2018-10-01",0.590,0
"2018-10-02",9.670,0
"2018-10-03",9.300,0
"2018-10-04",0.190,0
"2018-10-05",0.280,0
"2018-10-06",0.230,0
"2018-10-07",0.180,0
"2018-10-08",0.140,0
"2018-10-09",0.260,0
"2018-10-10",0.480,0
"2018-10-11",25.220,0
"2018-10-12",0.820,0
"2018-10-13",1.670,0
"2018-10-14",0.770,0
"2018-10-15",3.310,0
"2018-10-16",4.280,0
"2018-10-17",0.820,0
"2018-10-18",0.670,0
"2018-10-19",1.120,0
"2018-10-20",0.550,0
"2018-10-21",0.760,0
"2018-10-22",0.840,0
"2018-10-23",3.150,0
"2018-10-24",0.340,0
"2018-10-25",0.330,0
"2018-10-26",0.760,0
"2018-10-27",7.110,0
"2018-10-28",0.290,0
"2018-10-29",3.910,0
"2018-10-30",0.350,0
"2018-10-31",0.270,0
