date,wssPrecipTotal,precipQF
"2018-01-01",1.590,1
"2018-01-02",1.050,1
"2018-01-03",4.360,1
"2018-01-04",1.340,1
"2018-01-05",1.300,1
"2018-01-06",1.860,1
"2018-01-07",2.550,0
"2018-01-08",2.510,1
"2018-01-09",1.910,1
"2018-01-10",2.060,1
"2018-01-11",1.290,1
"2018-01-12",1.310,1
"2018-01-13",1.790,1
"2018-01-14",3.080,1
"2018-01-15",1.240,1
"2018-01-16",1.910,1
"2018-01-17",4.560,1
"2018-01-18",4.780,1
"2018-01-19",1.520,1
"2018-01-20",1.840,1
"2018-01-21",1.290,1
"2018-01-22",1.470,1
"2018-01-23",1.840,1
"2018-01-24",0.300,1
"2018-01-25",1.680,1
"2018-01-26",4.020,0
"2018-01-27",3.720,1
"2018-01-28",4.640,1
"2018-01-29",3.710,0
"2018-01-30",3.380,1
"2018-01-31",1.720,1
