date,wssPrecipTotal,precipQF
"2016-11-01",1.310,0
"2016-11-02",2.170,0
"2016-11-03",1.360,1
"2016-11-04",0.870,1
"2016-11-05",0.500,1
"2016-11-06",0.760,0
"2016-11-07",1.880,0
"2016-11-08",0.990,1
"2016-11-09",1.880,1
"2016-11-10",1.990,0
"2016-11-11",2.310,1
"2016-11-12",1.330,1
"2016-11-13",0.920,0
"2016-11-14",1.750,1
"2016-11-15",3.010,0
"2016-11-16",2.590,0
"2016-11-17",3.100,1
"2016-11-18",0.840,1
"2016-11-19",1.710,0
"2016-11-20",1.160,1
"2016-11-21",0.890,1
"2016-11-22",3.770,0
"2016-11-23",1.630,1
"2016-11-24",0.230,1
"2016-11-25",1.070,1
"2016-11-26",1.220,1
"2016-11-27",0.220,1
"2016-11-28",0.710,1
"2016-11-29",0.340,1
"2016-11-30",0.960,1
