date,wssPrecipTotal,precipQF
"2020-09-01",0.810,0
"2020-09-02",4.930,0
"2020-09-03",0.610,0
"2020-09-04",2.740,0
"2020-09-05",0.470,0
"2020-09-06",0.630,0
"2020-09-07",5.590,0
"2020-09-08",6.360,0
"2020-09-09",3.280,0
"2020-09-10",3.090,0
"2020-09-11",0.740,0
"2020-09-12",0.920,0
"2020-09-13",0.730,0
"2020-09-14",0.580,0
"2020-09-15",0.110,1
"2020-09-16",1.620,0
"2020-09-17",0.780,0
"2020-09-18",1.040,0
"2020-09-19",0.790,0
"2020-09-20",1.810,0
"2020-09-21",0.660,0
"2020-09-22",0.510,0
"2020-09-23",0.580,0
"2020-09-24",0.300,0
"2020-09-25",0.190,0
"2020-09-26",0.130,0
"2020-09-27",0.770,0
"2020-09-28",0.430,0
"2020-09-29",0.410,0
"2020-09-30",0.890,0
