date,wssPrecipTotal,precipQF
"2020-04-01",3.020,1
"2020-04-02",1.620,1
"2020-04-03",3.220,0
"2020-04-04",3.850,1
"2020-04-05",3.750,1
"2020-04-06",2.550,0
"2020-04-07",1.700,0
"2020-04-08",3.550,0
"2020-04-09",3.930,1
"2020-04-10",3.000,1
"2020-04-11",2.440,0
"2020-04-12",2.120,1
"2020-04-13",3.110,1
"2020-04-14",3.120,1
"2020-04-15",3.070,1
"2020-04-16",7.490,1
"2020-04-17",2.780,0
"2020-04-18",1.960,1
"2020-04-19",3.010,1
"2020-04-20",2.530,1
"2020-04-21",2.910,1
"2020-04-22",2.860,0
"2020-04-23",3.260,0
"2020-04-24",3.780,0
"2020-04-25",4.150,0
"2020-04-26",2.910,0
"2020-04-27",3.140,0
"2020-04-28",3.030,0
"2020-04-29",4.940,0
"2020-04-30",3.130,0
