date,wssPrecipTotal,precipQF
"2020-02-01",2.070,1
"2020-02-02",2.190,1
"2020-02-03",0.930,1
"2020-02-04",3.010,0
"2020-02-05",4.160,0
"2020-02-06",1.890,1
"2020-02-07",2.100,1
"2020-02-08",2.560,1
"2020-02-09",1.450,1
"2020-02-10",2.300,1
"2020-02-11",3.990,1
"2020-02-12",1.700,1
"2020-02-13",2.600,1
"2020-02-14",3.800,0
"2020-02-15",3.150,1
"2020-02-16",2.030,1
"2020-02-17",0.630,1
"2020-02-18",4.140,1
"2020-02-19",1.450,1
"2020-02-20",3.620,0
"2020-02-21",2.950,0
"2020-02-22",1.130,1
"2020-02-23",1.510,1
"2020-02-24",0.580,1
"2020-02-25",1.330,1
"2020-02-26",3.600,0
"2020-02-27",1.500,1
"2020-02-28",3.100,1
"2020-02-29",0.870,1
