date,wssPrecipTotal,precipQF
"2018-02-01",0.000,1
"2018-02-02",0.000,1
"2018-02-03",0.000,1
"2018-02-04",0.000,1
"2018-02-05",0.000,1
"2018-02-06",0.000,1
"2018-02-07",0.000,1
"2018-02-08",0.000,1
"2018-02-09",0.000,1
"2018-02-10",0.000,1
"2018-02-11",0.000,1
"2018-02-12",0.040,1
"2018-02-13",0.000,1
"2018-02-14",0.020,1
"2018-02-15",0.100,1
"2018-02-16",0.090,1
"2018-02-17",0.090,1
"2018-02-18",0.160,0
"2018-02-19",0.250,0
"2018-02-20",0.050,0
"2018-02-21",0.300,0
"2018-02-22",0.390,0
"2018-02-23",0.500,0
"2018-02-24",0.200,0
"2018-02-25",0.080,0
"2018-02-26",0.330,0
"2018-02-27",0.130,0
"2018-02-28",0.280,0
