date,wssPrecipTotal,precipQF
"2021-09-01",0.150,0
"2021-09-02",0.190,0
"2021-09-03",0.230,0
"2021-09-04",0.170,0
"2021-09-05",0.100,0
"2021-09-06",0.270,0
"2021-09-07",0.080,0
"2021-09-08",0.080,0
"2021-09-09",0.150,0
"2021-09-10",0.220,0
"2021-09-11",0.180,0
"2021-09-12",0.220,0
"2021-09-13",0.120,0
"2021-09-14",0.070,0
"2021-09-15",0.200,0
"2021-09-16",0.090,0
"2021-09-17",0.240,0
"2021-09-18",0.170,0
"2021-09-19",0.330,0
"2021-09-20",0.120,0
"2021-09-21",0.050,0
"2021-09-22",0.390,0
"2021-09-23",0.510,0
"2021-09-24",0.300,0
"2021-09-25",0.350,0
"2021-09-26",0.090,0
"2021-09-27",0.120,0
"2021-09-28",1.400,0
"2021-09-29",2.050,0
"2021-09-30",0.390,0
