date,wssPrecipTotal,precipQF
"2020-01-01",0.000,1
"2020-01-02",0.000,1
"2020-01-03",0.000,1
"2020-01-04",0.000,1
"2020-01-05",0.000,1
"2020-01-06",0.000,1
"2020-01-07",0.000,1
"2020-01-08",0.000,1
"2020-01-09",0.000,1
"2020-01-10",0.000,1
"2020-01-11",0.000,1
"2020-01-12",0.000,1
"2020-01-13",0.000,1
"2020-01-14",0.000,1
"2020-01-15",0.000,1
"2020-01-16",0.000,1
"2020-01-17",0.000,1
"2020-01-18",0.000,1
"2020-01-19",0.000,1
"2020-01-20",0.000,1
"2020-01-21",0.000,1
"2020-01-22",0.000,1
"2020-01-23",0.140,1
"2020-01-24",0.490,1
"2020-01-25",0.000,1
"2020-01-26",0.830,1
"2020-01-27",0.730,1
"2020-01-28",0.420,0
"2020-01-29",0.550,0
"2020-01-30",1.710,0
"2020-01-31",1.810,0
