date,wssPrecipTotal,precipQF
"2018-02-01",0.250,0
"2018-02-02",0.160,0
"2018-02-03",0.240,0
"2018-02-04",0.490,0
"2018-02-05",0.570,0
"2018-02-06",1.120,0
"2018-02-07",0.720,0
"2018-02-08",0.590,0
"2018-02-09",1.070,1
"2018-02-10",0.310,1
"2018-02-11",0.540,1
"2018-02-12",0.430,1
"2018-02-13",2.500,0
"2018-02-14",0.980,0
"2018-02-15",1.450,0
"2018-02-16",0.450,0
"2018-02-17",0.920,0
"2018-02-18",0.680,1
"2018-02-19",0.760,1
"2018-02-20",3.590,1
"2018-02-21",0.660,0
"2018-02-22",1.180,1
"2018-02-23",2.180,0
"2018-02-24",2.190,0
"2018-02-25",2.120,0
"2018-02-26",1.610,0
"2018-02-27",1.040,0
"2018-02-28",1.780,0
