date,wssPrecipTotal,precipQF
"2019-02-01",0.000,1
"2019-02-02",0.000,1
"2019-02-03",0.000,1
"2019-02-04",0.000,1
"2019-02-05",0.000,1
"2019-02-06",0.000,1
"2019-02-07",0.130,1
"2019-02-08",0.300,1
"2019-02-09",0.120,1
"2019-02-10",0.000,1
"2019-02-11",0.000,1
"2019-02-12",0.000,1
"2019-02-13",0.220,1
"2019-02-14",1.970,0
"2019-02-15",0.720,0
"2019-02-16",1.160,0
"2019-02-17",2.630,0
"2019-02-18",1.840,0
"2019-02-19",7.510,1
"2019-02-20",0.000,1
"2019-02-21",0.000,1
"2019-02-22",0.000,1
"2019-02-23",0.380,1
"2019-02-24",17.790,0
"2019-02-25",1.950,0
"2019-02-26",1.600,0
"2019-02-27",1.460,0
"2019-02-28",16.790,0
