date,wssPrecipTotal,precipQF
"2019-08-01",1.930,0
"2019-08-02",0.810,0
"2019-08-03",1.990,0
"2019-08-04",0.870,0
"2019-08-05",1.750,0
"2019-08-06",0.880,0
"2019-08-07",0.880,0
"2019-08-08",1.170,0
"2019-08-09",2.730,1
"2019-08-10",5.740,1
"2019-08-11",0.980,0
"2019-08-12",0.880,0
"2019-08-13",1.210,0
"2019-08-14",0.770,0
"2019-08-15",0.920,0
"2019-08-16",1.910,0
"2019-08-17",1.260,0
"2019-08-18",0.780,0
"2019-08-19",0.720,0
"2019-08-20",0.780,0
"2019-08-21",0.840,0
"2019-08-22",0.770,0
"2019-08-23",1.400,0
"2019-08-24",0.980,0
"2019-08-25",0.820,0
"2019-08-26",0.930,0
"2019-08-27",0.660,0
"2019-08-28",0.900,0
"2019-08-29",1.040,0
"2019-08-30",0.780,0
"2019-08-31",0.910,0
