date,wssPrecipTotal,precipQF
"2021-03-01",1.340,1
"2021-03-02",1.970,1
"2021-03-03",0.520,1
"2021-03-04",0.960,1
"2021-03-05",1.150,1
"2021-03-06",0.770,1
"2021-03-07",1.050,1
"2021-03-08",0.650,1
"2021-03-09",1.000,1
"2021-03-10",8.230,1
"2021-03-11",0.690,1
"2021-03-12",0.450,1
"2021-03-13",0.880,1
"2021-03-14",0.360,1
"2021-03-15",6.340,1
"2021-03-16",1.770,1
"2021-03-17",1.190,1
"2021-03-18",1.390,1
"2021-03-19",2.660,1
"2021-03-20",2.420,1
"2021-03-21",0.670,1
"2021-03-22",0.700,1
"2021-03-23",1.160,1
"2021-03-24",1.060,1
"2021-03-25",1.050,1
"2021-03-26",1.270,1
"2021-03-27",0.970,1
"2021-03-28",0.790,1
"2021-03-29",0.570,1
"2021-03-30",0.730,1
"2021-03-31",0.790,1
