date,wssPrecipTotal,precipQF
"2017-12-01",2.930,1
"2017-12-02",2.650,1
"2017-12-03",1.720,1
"2017-12-04",0.660,1
"2017-12-05",1.640,1
"2017-12-06",2.870,0
"2017-12-07",1.580,1
"2017-12-08",2.190,1
"2017-12-09",2.100,1
"2017-12-10",2.080,1
"2017-12-11",1.890,1
"2017-12-12",3.660,1
"2017-12-13",1.860,1
"2017-12-14",2.040,1
"2017-12-15",1.410,1
"2017-12-16",0.460,1
"2017-12-17",4.210,0
"2017-12-18",1.080,0
"2017-12-19",13.530,0
"2017-12-20",5.120,1
"2017-12-21",1.950,1
"2017-12-22",3.190,1
"2017-12-23",1.910,1
"2017-12-24",1.000,1
"2017-12-25",1.720,1
"2017-12-26",0.180,0
"2017-12-27",0.080,1
"2017-12-28",0.380,0
"2017-12-29",0.370,0
"2017-12-30",0.040,0
"2017-12-31",0.210,1
