date,wssPrecipTotal,precipQF
"2021-04-01",11.820,0
"2021-04-02",2.930,0
"2021-04-03",8.200,0
"2021-04-04",9.010,0
"2021-04-05",24.200,0
"2021-04-06",17.030,0
"2021-04-07",8.060,0
"2021-04-08",3.310,0
"2021-04-09",4.430,0
"2021-04-10",1.570,0
"2021-04-11",7.650,0
"2021-04-12",17.400,0
"2021-04-13",0.490,0
"2021-04-14",4.610,0
"2021-04-15",3.490,0
"2021-04-16",4.560,0
"2021-04-17",1.090,0
"2021-04-18",2.050,0
"2021-04-19",0.180,0
"2021-04-20",0.130,0
"2021-04-21",0.300,0
"2021-04-22",0.140,0
"2021-04-23",0.620,0
"2021-04-24",7.220,0
"2021-04-25",4.230,0
"2021-04-26",1.570,0
"2021-04-27",0.180,0
"2021-04-28",0.710,0
"2021-04-29",1.340,0
"2021-04-30",4.640,0
