date,wssPrecipTotal,precipQF
"2018-08-01",0.680,0
"2018-08-02",1.030,0
"2018-08-03",3.710,0
"2018-08-04",2.710,0
"2018-08-05",2.170,0
"2018-08-06",2.310,0
"2018-08-07",7.680,0
"2018-08-08",0.730,0
"2018-08-09",1.580,0
"2018-08-10",0.140,1
"2018-08-11",1.910,1
"2018-08-12",2.440,0
"2018-08-13",0.520,0
"2018-08-14",1.170,0
"2018-08-15",0.090,1
"2018-08-16",3.910,1
"2018-08-17",15.130,0
"2018-08-18",2.750,0
"2018-08-19",1.730,0
"2018-08-20",0.760,0
"2018-08-21",1.140,0
"2018-08-22",0.530,0
"2018-08-23",1.150,0
"2018-08-24",1.700,0
"2018-08-25",0.930,0
"2018-08-26",1.790,1
"2018-08-27",1.220,0
"2018-08-28",1.040,1
"2018-08-29",1.290,0
"2018-08-30",6.120,1
"2018-08-31",2.380,1
