date,wssPrecipTotal,precipQF
"2019-11-01",1.050,0
"2019-11-02",2.170,0
"2019-11-03",7.780,0
"2019-11-04",0.120,0
"2019-11-05",0.130,0
"2019-11-06",0.200,0
"2019-11-07",0.180,0
"2019-11-08",0.100,0
"2019-11-09",0.190,0
"2019-11-10",0.920,0
"2019-11-11",0.020,0
"2019-11-12",0.060,0
"2019-11-13",0.080,0
"2019-11-14",0.320,0
"2019-11-15",0.410,0
"2019-11-16",0.060,0
"2019-11-17",6.050,0
"2019-11-18",0.290,0
"2019-11-19",0.030,0
"2019-11-20",6.320,0
"2019-11-21",1.070,0
"2019-11-22",0.450,0
"2019-11-23",0.290,0
"2019-11-24",0.060,0
"2019-11-25",0.100,0
"2019-11-26",0.220,0
"2019-11-27",0.330,0
"2019-11-28",0.280,0
"2019-11-29",0.190,0
"2019-11-30",0.060,0
