date,wssPrecipTotal,precipQF
"2020-11-01",0.000,1
"2020-11-02",0.000,1
"2020-11-03",0.250,0
"2020-11-04",0.320,0
"2020-11-05",0.270,0
"2020-11-06",0.170,0
"2020-11-07",0.410,1
"2020-11-08",8.270,1
"2020-11-09",0.280,0
"2020-11-10",0.670,1
"2020-11-11",0.430,1
"2020-11-12",0.140,1
"2020-11-13",0.770,1
"2020-11-14",1.220,1
"2020-11-15",1.550,1
"2020-11-16",0.890,1
"2020-11-17",0.660,1
"2020-11-18",0.440,1
"2020-11-19",1.940,1
"2020-11-20",1.020,1
"2020-11-21",0.600,1
"2020-11-22",0.560,1
"2020-11-23",0.280,1
"2020-11-24",0.510,1
"2020-11-25",0.660,1
"2020-11-26",0.270,1
"2020-11-27",1.020,1
"2020-11-28",1.090,1
"2020-11-29",0.860,1
"2020-11-30",0.470,1
