date,wssPrecipTotal,precipQF
"2018-10-01",1.870,0
"2018-10-02",0.050,0
"2018-10-03",1.200,0
"2018-10-04",0.060,0
"2018-10-05",0.110,0
"2018-10-06",0.040,0
"2018-10-07",0.920,0
"2018-10-08",3.510,0
"2018-10-09",0.100,0
"2018-10-10",0.100,0
"2018-10-11",0.090,0
"2018-10-12",5.080,0
"2018-10-13",10.070,0
"2018-10-14",14.190,0
"2018-10-15",0.130,0
"2018-10-16",7.730,0
"2018-10-17",0.280,0
"2018-10-18",0.140,0
"2018-10-19",0.230,0
"2018-10-20",0.200,0
"2018-10-21",0.220,0
"2018-10-22",7.950,0
"2018-10-23",0.000,1
"2018-10-24",0.770,0
"2018-10-25",0.100,0
"2018-10-26",0.040,0
"2018-10-27",0.040,0
"2018-10-28",0.040,0
"2018-10-29",0.100,0
"2018-10-30",0.020,0
"2018-10-31",0.230,0
