date,wssPrecipTotal,precipQF
"2018-09-01",0.090,0
"2018-09-02",0.000,0
"2018-09-03",0.000,0
"2018-09-04",0.060,0
"2018-09-05",0.100,0
"2018-09-06",2.060,0
"2018-09-07",0.020,0
"2018-09-08",0.020,0
"2018-09-09",0.450,0
"2018-09-10",0.450,0
"2018-09-11",0.430,0
"2018-09-12",1.550,0
"2018-09-13",0.040,0
"2018-09-14",6.680,0
"2018-09-15",15.710,0
"2018-09-16",2.620,0
"2018-09-17",0.080,0
"2018-09-18",0.020,0
"2018-09-19",0.110,0
"2018-09-20",7.080,0
"2018-09-21",4.250,0
"2018-09-22",7.060,0
"2018-09-23",0.140,0
"2018-09-24",0.110,0
"2018-09-25",0.120,0
"2018-09-26",2.820,0
"2018-09-27",8.830,0
"2018-09-28",1.000,0
"2018-09-29",3.270,0
"2018-09-30",0.050,0
