date,wssPrecipTotal,precipQF
"2018-12-01",0.230,0
"2018-12-02",0.210,0
"2018-12-03",0.140,0
"2018-12-04",0.170,0
"2018-12-05",0.260,0
"2018-12-06",0.150,0
"2018-12-07",0.180,0
"2018-12-08",0.150,0
"2018-12-09",0.200,0
"2018-12-10",0.070,0
"2018-12-11",0.650,0
"2018-12-12",0.150,0
"2018-12-13",0.210,0
"2018-12-14",0.300,0
"2018-12-15",0.200,0
"2018-12-16",1.140,0
"2018-12-17",0.130,0
"2018-12-18",0.090,0
"2018-12-19",0.220,0
"2018-12-20",0.230,0
"2018-12-21",0.260,0
"2018-12-22",0.280,0
"2018-12-23",0.100,0
"2018-12-24",0.310,0
"2018-12-25",0.290,0
"2018-12-26",0.100,0
"2018-12-27",0.140,0
"2018-12-28",0.710,0
"2018-12-29",0.360,0
"2018-12-30",0.210,0
"2018-12-31",0.370,0
