date,wssPrecipTotal,precipQF
"2019-03-01",0.000,1
"2019-03-02",0.000,1
"2019-03-03",0.000,1
"2019-03-04",0.000,1
"2019-03-05",0.000,1
"2019-03-06",0.000,1
"2019-03-07",0.000,1
"2019-03-08",0.000,1
"2019-03-09",0.000,1
"2019-03-10",0.000,1
"2019-03-11",0.000,1
"2019-03-12",0.000,1
"2019-03-13",0.000,1
"2019-03-14",0.000,1
"2019-03-15",0.000,1
"2019-03-16",0.000,1
"2019-03-17",0.000,1
"2019-03-18",0.000,1
"2019-03-19",0.000,1
"2019-03-20",0.000,1
"2019-03-21",0.000,1
"2019-03-22",0.000,1
"2019-03-23",0.000,1
"2019-03-24",0.000,1
"2019-03-25",0.360,1
"2019-03-26",0.550,1
"2019-03-27",0.470,1
"2019-03-28",0.580,1
"2019-03-29",0.600,1
"2019-03-30",1.100,1
"2019-03-31",0.990,1
