date,wssPrecipTotal,precipQF
"2019-08-01",0.100,0
"2019-08-02",18.350,0
"2019-08-03",0.080,0
"2019-08-04",0.060,0
"2019-08-05",0.160,0
"2019-08-06",0.040,0
"2019-08-07",22.870,0
"2019-08-08",5.570,0
"2019-08-09",0.140,0
"2019-08-10",0.020,1
"2019-08-11",4.940,0
"2019-08-12",6.440,0
"2019-08-13",0.080,0
"2019-08-14",0.220,0
"2019-08-15",0.200,0
"2019-08-16",38.420,0
"2019-08-17",3.430,0
"2019-08-18",0.630,0
"2019-08-19",0.200,0
"2019-08-20",0.250,0
"2019-08-21",2.330,0
"2019-08-22",0.110,0
"2019-08-23",0.220,0
"2019-08-24",0.210,0
"2019-08-25",29.600,0
"2019-08-26",0.080,0
"2019-08-27",0.360,0
"2019-08-28",0.400,0
"2019-08-29",0.080,0
"2019-08-30",15.540,1
"2019-08-31",0.270,0
