date,wssPrecipTotal,precipQF
"2021-12-01",2.750,0
"2021-12-02",2.990,0
"2021-12-03",2.760,0
"2021-12-04",1.720,0
"2021-12-05",1.520,0
"2021-12-06",1.640,0
"2021-12-07",1.950,0
"2021-12-08",18.810,0
"2021-12-09",1.870,0
"2021-12-10",1.790,0
"2021-12-11",1.600,0
"2021-12-12",1.470,0
"2021-12-13",1.770,0
"2021-12-14",2.790,0
"2021-12-15",3.010,0
"2021-12-16",6.920,0
"2021-12-17",2.830,0
"2021-12-18",2.000,0
"2021-12-19",14.250,0
"2021-12-20",0.910,0
"2021-12-21",25.710,0
"2021-12-22",2.640,0
"2021-12-23",1.490,0
"2021-12-24",1.670,0
"2021-12-25",1.450,0
"2021-12-26",1.320,0
"2021-12-27",1.500,0
"2021-12-28",1.190,0
"2021-12-29",1.820,0
"2021-12-30",1.610,0
"2021-12-31",1.210,0
