date,wssPrecipTotal,precipQF
"2022-02-01",0.530,0
"2022-02-02",1.200,0
"2022-02-03",0.110,0
"2022-02-04",3.090,0
"2022-02-05",8.110,0
"2022-02-06",6.290,0
"2022-02-07",2.900,0
"2022-02-08",1.420,0
"2022-02-09",0.660,0
"2022-02-10",0.450,0
"2022-02-11",0.180,0
"2022-02-12",0.070,0
"2022-02-13",0.950,0
"2022-02-14",5.150,0
"2022-02-15",2.910,0
"2022-02-16",4.590,0
"2022-02-17",0.250,0
"2022-02-18",5.980,0
"2022-02-19",1.410,0
"2022-02-20",9.600,0
"2022-02-21",0.270,0
"2022-02-22",0.090,1
"2022-02-23",0.040,0
"2022-02-24",0.020,0
"2022-02-25",0.000,1
"2022-02-26",0.000,0
"2022-02-27",0.020,0
"2022-02-28",0.090,0
