date,wssPrecipTotal,precipQF
"2019-01-01",11.790,0
"2019-01-02",6.400,0
"2019-01-03",0.090,0
"2019-01-04",0.000,0
"2019-01-05",0.020,0
"2019-01-06",22.320,0
"2019-01-07",0.150,0
"2019-01-08",0.070,0
"2019-01-09",0.110,0
"2019-01-10",0.180,0
"2019-01-11",0.040,0
"2019-01-12",0.050,0
"2019-01-13",1.280,0
"2019-01-14",0.030,0
"2019-01-15",0.050,0
"2019-01-16",0.000,0
"2019-01-17",0.080,0
"2019-01-18",0.000,0
"2019-01-19",0.020,0
"2019-01-20",0.020,0
"2019-01-21",0.020,0
"2019-01-22",0.060,0
"2019-01-23",0.020,0
"2019-01-24",0.000,0
"2019-01-25",0.000,0
"2019-01-26",0.020,0
"2019-01-27",0.000,0
"2019-01-28",0.020,0
"2019-01-29",0.020,0
"2019-01-30",0.020,0
"2019-01-31",0.000,0
