date,wssPrecipTotal,precipQF
"2022-01-01",2.410,1
"2022-01-02",5.100,1
"2022-01-03",7.180,1
"2022-01-04",0.970,1
"2022-01-05",0.380,1
"2022-01-06",0.880,1
"2022-01-07",1.590,1
"2022-01-08",0.480,1
"2022-01-09",0.690,1
"2022-01-10",0.800,1
"2022-01-11",0.350,1
"2022-01-12",0.390,1
"2022-01-13",0.840,1
"2022-01-14",0.470,1
"2022-01-15",0.300,1
"2022-01-16",5.330,1
"2022-01-17",6.050,1
"2022-01-18",0.640,1
"2022-01-19",1.060,1
"2022-01-20",1.720,1
"2022-01-21",0.410,1
"2022-01-22",0.560,1
"2022-01-23",0.380,1
"2022-01-24",0.590,1
"2022-01-25",0.630,1
"2022-01-26",1.050,1
"2022-01-27",0.940,1
"2022-01-28",0.700,1
"2022-01-29",0.850,1
"2022-01-30",0.510,1
"2022-01-31",0.360,1
