date,wssPrecipTotal,precipQF
"2017-10-01",1.710,0
"2017-10-02",0.810,0
"2017-10-03",1.170,0
"2017-10-04",0.850,0
"2017-10-05",0.760,0
"2017-10-06",0.740,0
"2017-10-07",0.980,0
"2017-10-08",59.890,1
"2017-10-09",0.390,1
"2017-10-10",0.390,1
"2017-10-11",0.090,1
"2017-10-12",0.120,1
"2017-10-13",1.460,0
"2017-10-14",0.620,1
"2017-10-15",0.320,1
"2017-10-16",0.880,1
"2017-10-17",0.920,0
"2017-10-18",1.330,0
"2017-10-19",1.460,0
"2017-10-20",1.110,0
"2017-10-21",1.260,0
"2017-10-22",1.530,0
"2017-10-23",2.770,1
"2017-10-24",0.000,1
"2017-10-25",0.000,1
"2017-10-26",0.000,1
"2017-10-27",0.000,1
"2017-10-28",0.230,1
"2017-10-29",0.270,1
"2017-10-30",1.000,0
"2017-10-31",1.350,0
