date,wssPrecipTotal,precipQF
"2018-07-01",0.000,0
"2018-07-02",0.080,0
"2018-07-03",0.170,0
"2018-07-04",0.140,0
"2018-07-05",0.120,0
"2018-07-06",0.000,1
"2018-07-07",0.000,1
"2018-07-08",0.000,1
"2018-07-09",0.000,1
"2018-07-10",0.000,1
"2018-07-11",0.000,1
"2018-07-12",0.000,1
"2018-07-13",0.000,1
"2018-07-14",0.000,1
"2018-07-15",0.100,1
"2018-07-16",0.140,0
"2018-07-17",0.060,0
"2018-07-18",0.120,0
"2018-07-19",0.030,0
"2018-07-20",0.100,0
"2018-07-21",0.090,0
"2018-07-22",0.130,0
"2018-07-23",0.020,0
"2018-07-24",0.440,0
"2018-07-25",0.070,0
"2018-07-26",0.090,0
"2018-07-27",0.130,0
"2018-07-28",0.140,0
"2018-07-29",0.040,0
"2018-07-30",0.140,0
"2018-07-31",0.230,0
