date,wssPrecipTotal,precipQF
"2020-08-01",1.790,0
"2020-08-02",0.850,0
"2020-08-03",1.400,0
"2020-08-04",0.380,0
"2020-08-05",1.760,0
"2020-08-06",3.430,0
"2020-08-07",6.970,0
"2020-08-08",1.640,0
"2020-08-09",0.080,0
"2020-08-10",0.620,0
"2020-08-11",0.610,0
"2020-08-12",0.380,0
"2020-08-13",0.480,0
"2020-08-14",1.740,0
"2020-08-15",4.410,0
"2020-08-16",0.220,0
"2020-08-17",0.990,0
"2020-08-18",4.890,0
"2020-08-19",4.330,0
"2020-08-20",8.730,0
"2020-08-21",0.350,0
"2020-08-22",0.060,0
"2020-08-23",0.020,0
"2020-08-24",0.080,0
"2020-08-25",0.160,0
"2020-08-26",0.100,0
"2020-08-27",0.130,0
"2020-08-28",0.130,0
"2020-08-29",0.100,0
"2020-08-30",5.360,0
"2020-08-31",1.830,0
