date,wssPrecipTotal,precipQF
"2016-08-01",0.870,0
"2016-08-02",1.000,0
"2016-08-03",0.950,0
"2016-08-04",0.780,0
"2016-08-05",0.510,0
"2016-08-06",0.750,0
"2016-08-07",0.980,0
"2016-08-08",0.130,0
"2016-08-09",0.740,0
"2016-08-10",1.420,0
"2016-08-11",0.790,0
"2016-08-12",0.780,0
"2016-08-13",0.990,0
"2016-08-14",0.870,0
"2016-08-15",0.430,0
"2016-08-16",0.630,0
"2016-08-17",0.810,0
"2016-08-18",6.260,0
"2016-08-19",1.860,0
"2016-08-20",1.560,0
"2016-08-21",0.890,0
"2016-08-22",1.110,0
"2016-08-23",0.580,0
"2016-08-24",3.030,0
"2016-08-25",0.650,0
"2016-08-26",0.400,0
"2016-08-27",0.940,0
"2016-08-28",0.660,0
"2016-08-29",0.090,0
"2016-08-30",0.170,0
"2016-08-31",0.840,0
