date,wssPrecipTotal,precipQF
"2018-06-01",2.040,0
"2018-06-02",1.480,0
"2018-06-03",1.150,0
"2018-06-04",1.670,0
"2018-06-05",1.290,0
"2018-06-06",1.510,0
"2018-06-07",1.130,0
"2018-06-08",1.690,0
"2018-06-09",4.830,0
"2018-06-10",11.410,0
"2018-06-11",2.720,0
"2018-06-12",1.220,0
"2018-06-13",1.690,0
"2018-06-14",1.480,0
"2018-06-15",1.150,0
"2018-06-16",5.200,0
"2018-06-17",1.130,0
"2018-06-18",1.280,0
"2018-06-19",1.600,0
"2018-06-20",1.160,0
"2018-06-21",1.590,0
"2018-06-22",0.530,0
"2018-06-23",1.670,0
"2018-06-24",1.160,0
"2018-06-25",1.620,0
"2018-06-26",1.530,0
"2018-06-27",1.150,0
"2018-06-28",2.030,0
"2018-06-29",1.490,0
"2018-06-30",1.270,0
