date,wssPrecipTotal,precipQF
"2016-12-01",6.710,0
"2016-12-02",0.640,0
"2016-12-03",0.280,0
"2016-12-04",0.040,1
"2016-12-05",2.200,0
"2016-12-06",18.760,0
"2016-12-07",0.650,0
"2016-12-08",0.470,0
"2016-12-09",0.260,1
"2016-12-10",0.270,1
"2016-12-11",0.200,1
"2016-12-12",2.390,0
"2016-12-13",0.330,0
"2016-12-14",0.260,1
"2016-12-15",0.060,1
"2016-12-16",0.620,0
"2016-12-17",1.880,1
"2016-12-18",1.970,0
"2016-12-19",0.040,1
"2016-12-20",0.000,1
"2016-12-21",0.020,1
"2016-12-22",0.700,0
"2016-12-23",0.100,1
"2016-12-24",3.220,0
"2016-12-25",0.520,0
"2016-12-26",0.360,0
"2016-12-27",1.720,0
"2016-12-28",0.240,0
"2016-12-29",3.310,0
"2016-12-30",0.110,0
"2016-12-31",0.180,1
