date,wssPrecipTotal,precipQF
"2019-03-01",0.330,0
"2019-03-02",1.400,0
"2019-03-03",0.000,0
"2019-03-04",0.000,0
"2019-03-05",0.000,0
"2019-03-06",0.000,0
"2019-03-07",0.000,0
"2019-03-08",0.000,0
"2019-03-09",0.000,0
"2019-03-10",6.210,0
"2019-03-11",0.000,0
"2019-03-12",0.020,0
"2019-03-13",1.410,0
"2019-03-14",4.450,0
"2019-03-15",3.460,0
"2019-03-16",1.900,0
"2019-03-17",0.640,0
"2019-03-18",0.930,0
"2019-03-19",1.140,0
"2019-03-20",1.160,0
"2019-03-21",0.830,0
"2019-03-22",1.060,0
"2019-03-23",0.700,0
"2019-03-24",1.810,0
"2019-03-25",0.910,0
"2019-03-26",0.820,0
"2019-03-27",1.100,0
"2019-03-28",1.210,0
"2019-03-29",0.740,0
"2019-03-30",2.200,0
"2019-03-31",1.350,0
