date,wssPrecipTotal,precipQF
"2021-08-01",4.350,0
"2021-08-02",0.610,0
"2021-08-03",1.960,0
"2021-08-04",2.780,0
"2021-08-05",0.730,0
"2021-08-06",0.690,0
"2021-08-07",0.950,0
"2021-08-08",0.670,0
"2021-08-09",1.010,0
"2021-08-10",1.120,0
"2021-08-11",0.870,0
"2021-08-12",0.700,0
"2021-08-13",0.880,0
"2021-08-14",0.560,0
"2021-08-15",9.760,0
"2021-08-16",8.040,0
"2021-08-17",34.060,0
"2021-08-18",3.930,0
"2021-08-19",1.160,0
"2021-08-20",12.280,0
"2021-08-21",0.670,0
"2021-08-22",15.070,0
"2021-08-23",0.470,0
"2021-08-24",0.330,0
"2021-08-25",0.290,0
"2021-08-26",4.310,0
"2021-08-27",0.380,0
"2021-08-28",0.270,0
"2021-08-29",0.180,0
"2021-08-30",0.600,0
"2021-08-31",59.090,0
