date,wssPrecipTotal,precipQF
"2016-12-01",1.270,1
"2016-12-02",0.960,1
"2016-12-03",2.380,1
"2016-12-04",2.120,1
"2016-12-05",0.990,1
"2016-12-06",2.130,1
"2016-12-07",1.800,1
"2016-12-08",2.450,1
"2016-12-09",2.000,0
"2016-12-10",0.520,1
"2016-12-11",1.430,1
"2016-12-12",3.170,1
"2016-12-13",1.760,1
"2016-12-14",0.180,1
"2016-12-15",1.030,0
"2016-12-16",0.830,1
"2016-12-17",2.860,0
"2016-12-18",3.820,0
"2016-12-19",1.660,0
"2016-12-20",0.560,1
"2016-12-21",0.180,1
"2016-12-22",0.240,1
"2016-12-23",0.170,1
"2016-12-24",1.060,1
"2016-12-25",2.410,1
"2016-12-26",2.940,0
"2016-12-27",0.770,0
"2016-12-28",0.720,1
"2016-12-29",1.650,1
"2016-12-30",1.380,1
"2016-12-31",2.480,1
