date,wssPrecipTotal,precipQF
"2019-02-01",0.000,1
"2019-02-02",0.050,1
"2019-02-03",6.460,0
"2019-02-04",9.380,1
"2019-02-05",8.350,1
"2019-02-06",1.210,1
"2019-02-07",0.920,1
"2019-02-08",0.840,1
"2019-02-09",8.520,0
"2019-02-10",10.280,0
"2019-02-11",1.440,1
"2019-02-12",1.030,0
"2019-02-13",5.000,0
"2019-02-14",9.010,0
"2019-02-15",0.000,1
"2019-02-16",0.000,1
"2019-02-17",0.000,1
"2019-02-18",0.000,1
"2019-02-19",0.000,1
"2019-02-20",2.110,0
"2019-02-21",4.580,1
"2019-02-22",3.080,1
"2019-02-23",2.060,1
"2019-02-24",2.300,0
"2019-02-25",2.600,0
"2019-02-26",2.300,0
"2019-02-27",4.390,0
"2019-02-28",1.400,1
