date,wssPrecipTotal,precipQF
"2019-04-01",0.170,0
"2019-04-02",1.030,0
"2019-04-03",0.190,0
"2019-04-04",0.790,0
"2019-04-05",0.970,0
"2019-04-06",3.740,0
"2019-04-07",2.060,0
"2019-04-08",0.670,0
"2019-04-09",0.350,0
"2019-04-10",0.470,0
"2019-04-11",0.340,0
"2019-04-12",0.000,0
"2019-04-13",1.320,0
"2019-04-14",1.620,0
"2019-04-15",0.560,0
"2019-04-16",0.700,0
"2019-04-17",0.190,0
"2019-04-18",0.550,0
"2019-04-19",1.250,0
"2019-04-20",0.430,0
"2019-04-21",0.420,0
"2019-04-22",3.200,0
"2019-04-23",0.510,0
"2019-04-24",0.990,0
"2019-04-25",0.800,0
"2019-04-26",1.220,0
"2019-04-27",0.410,0
"2019-04-28",0.530,0
"2019-04-29",9.970,0
"2019-04-30",19.050,0
