date,wssPrecipTotal,precipQF
"2020-09-01",0.370,1
"2020-09-02",0.600,1
"2020-09-03",0.970,0
"2020-09-04",1.310,0
"2020-09-05",1.060,0
"2020-09-06",0.370,0
"2020-09-07",2.410,0
"2020-09-08",0.960,0
"2020-09-09",1.990,0
"2020-09-10",2.030,1
"2020-09-11",4.950,1
"2020-09-12",1.230,1
"2020-09-13",0.890,1
"2020-09-14",0.480,1
"2020-09-15",0.100,0
"2020-09-16",0.750,0
"2020-09-17",1.030,1
"2020-09-18",0.390,0
"2020-09-19",0.290,0
"2020-09-20",2.480,0
"2020-09-21",0.690,1
"2020-09-22",1.130,1
"2020-09-23",1.060,0
"2020-09-24",1.600,1
"2020-09-25",1.090,1
"2020-09-26",0.670,1
"2020-09-27",1.400,1
"2020-09-28",0.660,0
"2020-09-29",1.570,1
"2020-09-30",0.990,1
