date,wssPrecipTotal,precipQF
"2020-09-01",3.900,0
"2020-09-02",0.940,0
"2020-09-03",1.090,0
"2020-09-04",0.950,0
"2020-09-05",0.750,0
"2020-09-06",0.870,0
"2020-09-07",1.120,0
"2020-09-08",4.960,0
"2020-09-09",0.910,0
"2020-09-10",2.530,0
"2020-09-11",8.780,0
"2020-09-12",6.250,0
"2020-09-13",10.590,0
"2020-09-14",2.830,0
"2020-09-15",1.280,0
"2020-09-16",0.950,0
"2020-09-17",13.100,0
"2020-09-18",1.170,0
"2020-09-19",18.330,0
"2020-09-20",0.370,0
"2020-09-21",3.060,0
"2020-09-22",0.690,0
"2020-09-23",0.880,0
"2020-09-24",0.910,0
"2020-09-25",1.190,0
"2020-09-26",0.880,0
"2020-09-27",7.020,0
"2020-09-28",1.020,0
"2020-09-29",2.550,0
"2020-09-30",1.210,0
