date,wssPrecipTotal,precipQF
"2018-09-06",0.780,1
"2018-09-07",1.120,1
"2018-09-08",1.050,1
"2018-09-09",1.140,1
"2018-09-10",0.710,1
"2018-09-11",1.060,1
"2018-09-12",1.180,1
"2018-09-13",0.910,1
"2018-09-14",0.900,1
"2018-09-15",0.750,1
"2018-09-16",1.140,1
"2018-09-17",0.900,1
"2018-09-18",1.200,1
"2018-09-19",0.730,1
"2018-09-20",0.760,1
"2018-09-21",0.420,1
"2018-09-22",0.760,1
"2018-09-23",0.890,1
"2018-09-24",0.580,1
"2018-09-25",0.820,1
"2018-09-26",0.850,1
"2018-09-27",0.770,1
"2018-09-28",0.450,1
"2018-09-29",0.380,1
"2018-09-30",0.480,1
