date,wssPrecipTotal,precipQF
"2021-02-01",0.000,0
"2021-02-02",0.000,0
"2021-02-03",0.000,0
"2021-02-04",0.100,1
"2021-02-05",0.000,0
"2021-02-06",0.060,0
"2021-02-07",0.000,0
"2021-02-08",0.020,0
"2021-02-09",0.020,0
"2021-02-10",0.040,0
"2021-02-11",0.000,0
"2021-02-12",0.020,0
"2021-02-13",0.000,0
"2021-02-14",0.170,0
"2021-02-15",0.120,0
"2021-02-16",0.040,0
"2021-02-17",0.090,0
"2021-02-18",0.000,0
"2021-02-19",0.270,0
"2021-02-20",0.040,0
"2021-02-21",0.060,0
"2021-02-22",0.420,0
"2021-02-23",1.930,0
"2021-02-24",0.380,0
"2021-02-25",0.000,0
"2021-02-26",0.000,0
"2021-02-27",0.000,0
"2021-02-28",0.020,0
