date,wssPrecipTotal,precipQF
"2021-09-01",0.460,0
"2021-09-02",0.400,0
"2021-09-03",0.880,0
"2021-09-04",1.610,0
"2021-09-05",1.960,0
"2021-09-06",2.640,0
"2021-09-07",0.750,0
"2021-09-08",1.160,0
"2021-09-09",1.330,0
"2021-09-10",0.850,0
"2021-09-11",1.600,0
"2021-09-12",1.470,0
"2021-09-13",1.820,0
"2021-09-14",1.330,1
"2021-09-15",0.320,0
"2021-09-16",0.860,1
"2021-09-17",0.530,1
"2021-09-18",2.710,0
"2021-09-19",2.370,1
"2021-09-20",1.300,0
"2021-09-21",0.990,1
"2021-09-22",1.690,1
"2021-09-23",1.660,0
"2021-09-24",1.020,0
"2021-09-25",1.440,0
"2021-09-26",1.370,1
"2021-09-27",1.280,1
"2021-09-28",1.180,1
"2021-09-29",0.910,0
"2021-09-30",0.460,0
