date,wssPrecipTotal,precipQF
"2019-11-01",2.500,1
"2019-11-02",3.960,1
"2019-11-03",2.210,1
"2019-11-04",1.680,1
"2019-11-05",2.070,1
"2019-11-06",1.350,1
"2019-11-07",1.450,1
"2019-11-08",1.440,1
"2019-11-09",1.210,1
"2019-11-10",1.490,1
"2019-11-11",3.140,1
"2019-11-12",1.420,0
"2019-11-13",1.810,1
"2019-11-14",0.880,1
"2019-11-15",2.200,1
"2019-11-16",1.000,0
"2019-11-17",2.850,1
"2019-11-18",0.910,0
"2019-11-19",2.320,1
"2019-11-20",1.460,0
"2019-11-21",2.370,1
"2019-11-22",1.870,1
"2019-11-23",2.660,1
"2019-11-24",3.180,1
"2019-11-25",1.540,1
"2019-11-26",8.760,1
"2019-11-27",3.640,0
"2019-11-28",2.500,1
"2019-11-29",2.420,1
"2019-11-30",4.620,1
