date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2018-11-01",2.82,0.00,14.04,5.91,0.01,86371.0,0
"2018-11-02",3.59,0.00,15.96,4.83,0.01,86371.0,0
"2018-11-03",2.58,0.00,15.31,3.57,0.01,86371.0,0
"2018-11-04",1.58,0.00,9.99,2.10,0.00,86374.0,0
"2018-11-05",1.40,0.00,13.95,1.68,0.00,86376.0,0
"2018-11-06",3.01,0.00,15.44,5.59,0.01,86369.0,0
"2018-11-07",2.31,0.00,9.67,1.47,0.00,86377.0,0
"2018-11-08",1.37,0.00,6.31,0.73,0.00,86375.0,0
"2018-11-09",1.09,0.00,8.33,0.96,0.00,86379.0,0
"2018-11-10",3.14,0.00,21.24,5.66,0.01,86297.0,0
"2018-11-11",1.93,0.01,7.51,1.84,0.00,86373.0,0
"2018-11-12",2.95,0.00,13.38,3.85,0.01,86375.0,0
"2018-11-13",2.09,0.00,10.82,1.96,0.00,86374.0,0
"2018-11-14",2.16,0.00,9.53,1.82,0.00,83014.0,0
"2018-11-15",0.99,0.00,7.32,0.52,0.00,78570.0,0
"2018-11-16",2.54,0.01,9.41,2.04,0.01,38006.0,1
"2018-11-17",1.48,0.00,7.91,0.75,0.00,86371.0,0
"2018-11-18",3.23,0.00,12.98,6.25,0.01,86374.0,0
"2018-11-19",2.23,0.00,10.43,2.29,0.01,86367.0,0
"2018-11-20",2.16,0.00,16.61,3.42,0.01,86374.0,0
"2018-11-21",2.62,0.00,12.22,2.30,0.01,86373.0,0
"2018-11-22",2.53,0.01,12.51,2.49,0.01,85470.0,0
"2018-11-23",2.89,0.00,11.60,4.59,0.01,86377.0,0
"2018-11-24",2.93,0.00,12.83,4.51,0.01,70135.0,1
"2018-11-25",1.65,0.00,6.78,0.91,0.00,86374.0,0
"2018-11-26",3.99,0.00,15.56,5.10,0.01,86373.0,0
"2018-11-27",4.09,0.00,15.69,4.95,0.01,86381.0,0
"2018-11-28",4.71,0.02,18.59,6.69,0.01,86379.0,0
"2018-11-29",2.17,0.00,11.02,2.03,0.00,86376.0,0
"2018-11-30",1.48,0.00,8.65,1.76,0.00,86373.0,0
