date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-04-01",1.31,0.00,7.06,0.90,0.00,86374.0,0
"2021-04-02",2.64,0.02,12.39,3.64,0.01,86370.0,0
"2021-04-03",3.45,0.04,11.05,2.72,0.01,86373.0,0
"2021-04-04",2.79,0.01,9.15,1.54,0.00,86379.0,0
"2021-04-05",3.10,0.14,12.51,3.45,0.01,86374.0,0
"2021-04-06",4.86,0.01,17.72,5.67,0.01,86370.0,0
"2021-04-07",5.19,0.05,18.66,4.91,0.01,86375.0,0
"2021-04-08",1.87,0.00,9.86,1.88,0.00,86377.0,0
"2021-04-09",2.63,0.01,11.72,3.05,0.01,86371.0,0
"2021-04-10",4.20,0.02,17.98,3.70,0.01,86376.0,0
"2021-04-11",2.29,0.00,12.01,3.53,0.01,86374.0,0
"2021-04-12",1.65,0.00,9.12,1.22,0.00,86369.0,0
"2021-04-13",2.82,0.02,10.03,1.47,0.00,86374.0,0
"2021-04-14",2.99,0.01,10.39,2.16,0.00,86373.0,0
"2021-04-15",1.92,0.01,7.94,1.07,0.00,86375.0,0
"2021-04-16",1.68,0.00,11.76,2.01,0.00,86374.0,0
"2021-04-17",3.93,0.06,12.31,2.69,0.01,86372.0,0
"2021-04-18",2.56,0.03,11.73,2.06,0.00,86375.0,0
"2021-04-19",1.71,0.00,9.08,1.99,0.00,86373.0,0
"2021-04-20",3.86,0.01,12.70,4.70,0.01,86368.0,0
"2021-04-21",1.37,0.00,9.13,1.07,0.00,86376.0,0
"2021-04-22",1.75,0.00,9.78,1.87,0.00,86374.0,0
"2021-04-23",2.13,0.01,9.66,1.59,0.00,86369.0,0
"2021-04-24",2.75,0.00,13.01,3.05,0.01,86370.0,0
"2021-04-25",2.43,0.02,11.81,4.03,0.01,86368.0,0
"2021-04-26",4.07,0.07,15.21,4.23,0.01,86378.0,0
"2021-04-27",3.71,0.01,15.21,2.83,0.01,86368.0,0
"2021-04-28",2.35,0.00,12.26,2.93,0.01,86372.0,0
"2021-04-29",2.26,0.01,13.69,2.43,0.01,86374.0,0
"2021-04-30",1.99,0.01,9.69,1.24,0.00,86371.0,0
