date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2022-02-01",,,,-0.00,,0.0,1
"2022-02-02",,,,-0.00,,0.0,1
"2022-02-03",1.61,0.02,6.33,1.01,0.01,6927.0,1
"2022-02-04",0.82,0.00,4.94,0.28,0.00,86236.0,0
"2022-02-05",0.90,0.00,6.94,0.49,0.00,86364.0,0
"2022-02-06",1.71,0.01,6.77,0.68,0.00,86366.0,0
"2022-02-07",1.90,0.02,7.75,0.69,0.00,59567.0,1
"2022-02-08",,,,-0.00,,0.0,1
"2022-02-09",,,,-0.00,,0.0,1
"2022-02-10",,,,-0.00,,0.0,1
"2022-02-11",,,,-0.00,,0.0,1
"2022-02-12",,,,-0.00,,0.0,1
"2022-02-13",,,,-0.00,,0.0,1
"2022-02-14",,,,-0.00,,0.0,1
"2022-02-15",,,,-0.00,,0.0,1
"2022-02-16",1.34,0.01,6.56,0.84,0.01,13142.0,1
"2022-02-17",0.98,0.00,6.61,0.59,0.00,86372.0,0
"2022-02-18",1.07,0.00,5.67,0.55,0.00,86371.0,0
"2022-02-19",0.83,0.00,4.99,0.37,0.00,86376.0,0
"2022-02-20",1.00,0.01,6.21,0.42,0.00,86379.0,0
"2022-02-21",0.91,0.00,6.47,0.42,0.00,86374.0,0
"2022-02-22",1.06,0.00,6.24,0.66,0.00,86372.0,0
"2022-02-23",1.45,0.00,7.35,0.64,0.00,86372.0,0
"2022-02-24",1.03,0.00,6.07,0.45,0.00,86370.0,0
"2022-02-25",1.01,0.00,6.19,0.43,0.00,86370.0,0
"2022-02-26",1.04,0.00,5.69,0.43,0.00,68210.0,1
"2022-02-27",0.95,0.00,6.58,0.45,0.00,83849.0,0
"2022-02-28",0.92,0.00,5.68,0.42,0.00,86369.0,0
