date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2021-06-01",306.96,-4.01,1096.42,158190.36,1.35,86400.0,0
"2021-06-02",366.07,-2.56,1105.23,181237.00,1.45,86400.0,0
"2021-06-03",361.88,-3.43,1289.59,178169.49,1.44,86400.0,0
"2021-06-04",361.34,-2.46,1197.80,179050.33,1.44,86400.0,0
"2021-06-05",363.79,-2.71,1203.69,178882.16,1.44,86400.0,0
"2021-06-06",307.40,-1.90,1681.68,148758.48,1.31,86400.0,0
"2021-06-07",184.95,-1.98,1738.28,72476.31,0.92,86400.0,0
"2021-06-08",195.90,-1.17,1652.45,87851.85,1.01,86400.0,0
"2021-06-09",250.18,-2.10,1644.94,122519.87,1.19,86400.0,0
"2021-06-10",314.45,-1.49,1438.44,177549.51,1.43,86400.0,0
"2021-06-11",369.70,-2.91,1114.73,182838.00,1.45,86400.0,0
"2021-06-12",308.59,-2.05,1676.68,140778.13,1.28,86400.0,0
"2021-06-13",358.59,-4.97,1561.40,180137.32,1.44,86400.0,0
"2021-06-14",318.36,-4.37,1359.61,167194.59,1.39,86400.0,0
"2021-06-15",353.12,-3.61,1446.93,175951.75,1.43,86400.0,0
"2021-06-16",207.21,-2.39,1564.68,75046.25,0.93,86400.0,0
"2021-06-17",208.14,-1.66,1567.55,85634.37,1.00,86400.0,0
"2021-06-18",142.25,-2.42,1569.73,34232.45,0.63,86400.0,0
"2021-06-19",185.88,-2.14,1564.10,70505.43,0.90,86400.0,0
"2021-06-20",206.22,-1.75,1681.87,108748.05,1.12,86400.0,0
"2021-06-21",165.14,-2.65,1539.14,63883.97,0.86,86400.0,0
"2021-06-22",212.29,-1.72,1590.83,92989.10,1.04,86400.0,0
"2021-06-23",177.44,-1.56,1463.91,52514.79,0.78,86400.0,0
"2021-06-24",197.58,-2.36,1729.41,76858.57,0.94,86400.0,0
"2021-06-25",199.86,-1.96,1658.41,82703.43,0.98,86400.0,0
"2021-06-26",243.07,-2.04,1630.80,121710.93,1.19,86400.0,0
"2021-06-27",167.38,-3.15,1427.65,55638.12,0.80,86400.0,0
"2021-06-28",292.41,-2.68,1496.63,149570.54,1.32,86400.0,0
"2021-06-29",262.00,-4.33,1697.38,126163.92,1.21,86400.0,0
"2021-06-30",279.99,-2.10,1622.39,136182.05,1.26,86399.0,0
