date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2018-11-01",24.57,-1.42,153.09,2412.90,0.17,86400.0,0
"2018-11-02",22.89,-1.64,155.07,2328.71,0.16,86400.0,0
"2018-11-03",20.20,-1.52,148.36,1997.58,0.15,86399.0,0
"2018-11-04",17.88,-1.43,142.57,1667.64,0.14,86400.0,0
"2018-11-05",15.50,-1.33,135.01,1344.74,0.12,86400.0,0
"2018-11-06",13.84,-1.32,130.14,794.36,0.10,86399.0,0
"2018-11-07",11.14,-1.57,72.97,481.61,0.07,86398.0,0
"2018-11-08",9.53,-1.25,81.37,369.74,0.07,86400.0,0
"2018-11-09",6.44,-1.26,52.87,182.25,0.05,83083.0,0
"2018-11-10",6.31,-0.77,75.21,207.83,0.05,86400.0,0
"2018-11-11",5.15,-1.79,41.76,135.77,0.04,86400.0,0
"2018-11-12",5.22,-0.91,59.86,162.94,0.04,86400.0,0
"2018-11-13",4.97,-1.21,54.21,139.48,0.04,86400.0,0
"2018-11-14",6.82,-0.77,61.20,211.08,0.05,86400.0,0
"2018-11-15",3.85,-1.69,24.29,73.11,0.03,86400.0,0
"2018-11-16",5.28,-1.23,45.64,140.64,0.04,86400.0,0
"2018-11-17",3.44,-1.30,23.68,58.09,0.03,86330.0,0
"2018-11-18",3.26,-1.25,26.90,54.54,0.03,86400.0,0
"2018-11-19",5.44,-1.03,59.42,150.06,0.04,86400.0,0
"2018-11-20",4.74,-1.30,41.77,115.62,0.04,86288.0,0
"2018-11-21",3.89,-1.15,47.68,101.87,0.03,86400.0,0
"2018-11-22",3.55,-0.87,34.47,75.42,0.03,86400.0,0
"2018-11-23",3.73,-1.11,36.15,86.27,0.03,86400.0,0
"2018-11-24",2.01,-1.55,20.67,34.76,0.02,86400.0,0
"2018-11-25",2.60,-1.35,31.09,50.36,0.02,86015.0,0
"2018-11-26",1.55,-1.32,16.57,21.67,0.02,86400.0,0
"2018-11-27",1.87,-1.38,16.96,29.16,0.02,86400.0,0
"2018-11-28",3.06,-1.45,33.69,80.05,0.03,86400.0,0
"2018-11-29",2.16,-1.16,23.23,37.83,0.02,86400.0,0
"2018-11-30",2.27,-1.03,25.80,39.58,0.02,86400.0,0
