date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2020-02-01",48.03,-2.18,956.01,7015.37,0.28,86400.0,0
"2020-02-02",166.58,-2.18,641.93,55823.41,0.80,86400.0,0
"2020-02-03",113.69,-2.15,843.69,30773.51,0.60,86400.0,0
"2020-02-04",14.59,-3.24,141.41,580.15,0.08,86400.0,0
"2020-02-05",8.22,-1.84,146.27,274.07,0.06,86396.0,0
"2020-02-06",19.59,-1.62,212.90,1243.65,0.12,86400.0,0
"2020-02-07",39.53,-1.57,218.28,3539.91,0.20,86400.0,0
"2020-02-08",33.40,-2.05,252.29,2990.07,0.19,86400.0,0
"2020-02-09",152.32,-1.71,757.40,55528.24,0.80,86400.0,0
"2020-02-10",13.63,-1.73,109.28,492.66,0.08,86400.0,0
"2020-02-11",85.27,-1.65,1004.30,27346.48,0.56,86400.0,0
"2020-02-12",21.89,-1.43,172.70,1041.45,0.11,86400.0,0
"2020-02-13",77.49,-4.99,592.96,17686.08,0.45,86290.0,0
"2020-02-14",163.42,-1.88,917.00,60780.96,0.84,86400.0,0
"2020-02-15",174.95,-2.05,828.18,59413.50,0.83,86400.0,0
"2020-02-16",96.17,-2.10,776.43,22572.60,0.51,86400.0,0
"2020-02-17",170.62,-2.37,846.51,62990.50,0.85,86400.0,0
"2020-02-18",18.27,-2.10,134.98,728.28,0.09,86400.0,0
"2020-02-19",135.81,-1.68,875.24,44142.53,0.71,86400.0,0
"2020-02-20",27.62,-1.82,182.46,1837.22,0.15,86400.0,0
"2020-02-21",214.65,-1.82,775.34,83430.22,0.98,86400.0,0
"2020-02-22",215.30,-2.12,776.04,84225.31,0.99,86400.0,0
"2020-02-23",117.12,-2.69,564.56,26929.45,0.56,86400.0,0
"2020-02-24",20.81,-2.09,176.55,1054.68,0.11,86400.0,0
"2020-02-25",151.10,-1.74,1095.50,62455.41,0.85,86399.0,0
"2020-02-26",48.14,-1.68,507.80,5571.68,0.25,86400.0,0
"2020-02-27",212.91,-1.70,831.62,89656.00,1.02,86400.0,0
"2020-02-28",66.10,-1.78,734.74,9708.16,0.34,86399.0,0
"2020-02-29",229.75,-1.85,835.94,94357.04,1.05,86400.0,0
