date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2019-04-01",131.67,-2.14,659.89,27923.72,0.57,86400.0,0
"2019-04-02",90.72,-2.41,587.76,14679.95,0.41,86400.0,0
"2019-04-03",97.13,-1.92,992.89,23977.68,0.53,86400.0,0
"2019-04-04",118.18,-2.61,887.79,24925.54,0.54,86400.0,0
"2019-04-05",58.33,-2.07,865.19,7633.93,0.30,86400.0,0
"2019-04-06",106.82,-2.01,1122.28,40893.10,0.69,86400.0,0
"2019-04-07",42.97,-1.52,217.83,3008.79,0.19,86400.0,0
"2019-04-08",36.29,-1.99,266.94,2623.31,0.17,86400.0,0
"2019-04-09",149.17,-2.28,1190.64,52960.55,0.78,86400.0,0
"2019-04-10",108.85,-2.19,767.49,23546.32,0.52,86400.0,0
"2019-04-11",116.54,-1.74,1102.82,27981.08,0.57,86400.0,0
"2019-04-12",206.66,-1.85,1212.64,94412.00,1.05,86400.0,0
"2019-04-13",61.43,-2.15,611.05,6906.12,0.28,86400.0,0
"2019-04-14",107.80,-2.83,807.32,20892.69,0.49,86400.0,0
"2019-04-15",172.81,-2.07,852.72,58534.60,0.82,86400.0,0
"2019-04-16",113.64,-1.47,1195.02,30656.79,0.60,86400.0,0
"2019-04-17",166.09,-1.93,1297.95,69602.42,0.90,86400.0,0
"2019-04-18",240.44,-2.14,1174.17,91432.43,1.03,86400.0,0
"2019-04-19",149.57,-2.38,904.39,41267.48,0.69,86400.0,0
"2019-04-20",261.85,-1.79,1234.74,126865.23,1.21,86400.0,0
"2019-04-21",274.91,-2.80,1253.42,114967.11,1.15,86400.0,0
"2019-04-22",216.75,-2.36,1149.96,72914.62,0.92,86400.0,0
"2019-04-23",122.02,-1.60,1212.75,41061.50,0.69,86400.0,0
"2019-04-24",284.64,-2.22,917.26,128169.43,1.22,86400.0,0
"2019-04-25",265.76,-2.71,949.62,96383.10,1.06,86400.0,0
"2019-04-26",296.72,-2.68,916.43,123742.13,1.20,86400.0,0
"2019-04-27",160.71,-2.88,1253.44,49445.47,0.76,86400.0,0
"2019-04-28",287.36,-2.64,1330.53,122806.25,1.19,86400.0,0
"2019-04-29",313.95,-3.15,940.42,133818.98,1.24,86400.0,0
"2019-04-30",257.06,-2.72,1185.21,110587.26,1.13,86400.0,0
