date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2018-05-01",272.11,-2.33,1238.76,118113.10,1.17,86400.0,0
"2018-05-02",307.25,-1.93,971.48,130016.03,1.23,86400.0,0
"2018-05-03",309.37,-1.95,1073.24,132708.90,1.24,86400.0,0
"2018-05-04",310.03,-1.96,1239.13,140017.46,1.27,86400.0,0
"2018-05-05",150.69,-2.08,1468.10,48958.62,0.75,86400.0,0
"2018-05-06",313.94,-2.13,1025.60,139323.76,1.27,86400.0,0
"2018-05-07",97.07,-2.26,742.35,39628.69,0.86,54128.0,1
"2018-05-08",353.69,-2.26,1055.50,148398.45,1.37,79478.0,0
"2018-05-09",303.21,-2.51,1068.98,126769.59,1.21,86400.0,0
"2018-05-10",299.62,-2.01,1177.10,129956.01,1.23,86400.0,0
"2018-05-11",322.75,-2.06,967.94,137969.58,1.26,86400.0,0
"2018-05-12",330.60,-2.40,981.72,142099.16,1.28,86400.0,0
"2018-05-13",324.83,-2.55,1029.53,139888.18,1.27,86400.0,0
"2018-05-14",318.14,-2.40,1036.38,136536.32,1.26,86400.0,0
"2018-05-15",271.97,-2.31,1101.42,119540.14,1.23,79201.0,0
"2018-05-16",285.71,-4.56,1229.67,145779.75,1.30,86285.0,0
"2018-05-17",208.76,-1.46,1166.35,103754.10,1.12,83043.0,0
"2018-05-18",209.59,-1.60,1312.75,94492.77,1.05,86400.0,0
"2018-05-19",257.23,-2.93,1127.56,131917.57,1.24,86400.0,0
"2018-05-20",259.91,-2.28,1156.73,127456.31,1.21,86400.0,0
"2018-05-21",279.49,-1.90,1320.41,117221.30,1.16,86400.0,0
"2018-05-22",204.34,-1.85,1384.98,67989.91,0.90,83814.0,0
"2018-05-23",133.56,-2.01,1178.28,38663.96,0.68,82917.0,0
"2018-05-24",209.39,-1.93,1183.93,111237.94,1.14,86326.0,0
"2018-05-25",222.21,-1.71,1211.46,94644.19,1.05,86400.0,0
"2018-05-26",230.00,-1.66,1462.14,120597.18,1.18,86396.0,0
"2018-05-27",259.73,-2.00,1138.86,106735.05,1.11,86400.0,0
"2018-05-28",144.75,-1.60,1521.65,47847.00,0.74,86389.0,0
"2018-05-29",126.23,-1.36,1469.21,42728.50,0.70,86400.0,0
"2018-05-30",142.71,-1.40,1235.19,66964.70,0.88,86400.0,0
"2018-05-31",224.14,-2.71,1293.09,94555.74,1.05,86400.0,0
