date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2016-12-01",34.10,-0.57,259.98,3540.04,0.20,86400.0,0
"2016-12-02",18.34,-0.52,99.47,886.24,0.10,86400.0,0
"2016-12-03",18.48,-0.36,100.23,894.72,0.10,86400.0,0
"2016-12-04",17.14,-0.50,102.41,771.53,0.09,86400.0,0
"2016-12-05",72.82,-0.98,398.26,16394.14,0.44,86400.0,0
"2016-12-06",18.10,-0.98,383.49,1828.62,0.15,86400.0,0
"2016-12-07",30.96,-0.46,387.65,3191.20,0.19,86400.0,0
"2016-12-08",43.15,-0.58,550.17,5818.83,0.26,86397.0,0
"2016-12-09",42.72,-0.49,566.90,7175.72,0.29,86400.0,0
"2016-12-10",66.29,-0.87,586.65,12002.82,0.37,86359.0,0
"2016-12-11",25.93,-0.87,196.55,2093.59,0.16,86400.0,0
"2016-12-12",63.18,-1.20,468.54,13611.59,0.40,86400.0,0
"2016-12-13",82.46,-0.79,495.71,17852.53,0.45,86400.0,0
"2016-12-14",75.18,-0.77,440.97,16621.77,0.44,86400.0,0
"2016-12-15",77.20,-0.77,442.77,17019.32,0.44,86400.0,0
"2016-12-16",31.04,-0.74,172.46,2624.18,0.17,86400.0,0
"2016-12-17",30.19,-0.53,216.36,2398.93,0.17,86400.0,0
"2016-12-18",85.39,-0.76,385.58,18657.66,0.46,86400.0,0
"2016-12-19",64.40,-0.74,579.00,13021.69,0.39,86400.0,0
"2016-12-20",42.18,-1.06,505.32,7583.16,0.30,86400.0,0
"2016-12-21",15.18,-1.10,177.84,699.89,0.09,86400.0,0
"2016-12-22",78.25,-1.15,362.45,15901.16,0.43,86396.0,0
"2016-12-23",29.72,-1.13,160.19,2504.36,0.17,86400.0,0
"2016-12-24",20.00,-0.33,176.78,1111.96,0.11,86400.0,0
"2016-12-25",15.54,-0.53,133.53,711.50,0.09,86400.0,0
"2016-12-26",39.60,-0.60,560.35,7061.30,0.31,72988.0,0
"2016-12-27",54.32,-0.76,284.95,4814.92,0.28,60326.0,1
"2016-12-28",21.17,-0.83,252.83,1463.04,0.13,86400.0,0
"2016-12-29",31.27,-0.50,268.31,2787.22,0.18,86400.0,0
"2016-12-30",43.88,-0.27,476.70,7391.10,0.29,86400.0,0
"2016-12-31",24.81,-1.02,228.85,1681.36,0.14,86400.0,0
