date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2019-12-01",1.96,-1.36,27.28,40.27,0.02,86400.0,0
"2019-12-02",1.61,-1.00,15.87,23.91,0.02,86400.0,0
"2019-12-03",1.65,-1.73,19.46,28.14,0.02,86400.0,0
"2019-12-04",0.93,-1.84,12.53,16.61,0.01,86399.0,0
"2019-12-05",0.98,-1.71,12.63,16.29,0.01,86400.0,0
"2019-12-06",0.98,-1.95,12.39,14.53,0.01,86400.0,0
"2019-12-07",1.08,-1.82,14.82,13.63,0.01,86400.0,0
"2019-12-08",1.27,-1.97,27.50,30.85,0.02,86400.0,0
"2019-12-09",0.29,-1.86,12.29,9.91,0.01,86400.0,0
"2019-12-10",0.71,-2.02,18.72,15.60,0.01,86400.0,0
"2019-12-11",0.08,-1.73,7.08,3.66,0.01,86400.0,0
"2019-12-12",0.48,-2.82,11.94,13.70,0.01,86400.0,0
"2019-12-13",0.47,-2.42,12.39,14.74,0.01,86400.0,0
"2019-12-14",0.60,-1.78,11.62,12.65,0.01,86400.0,0
"2019-12-15",0.63,-2.26,12.00,13.69,0.01,86400.0,0
"2019-12-16",0.58,-1.86,11.21,11.43,0.01,86400.0,0
"2019-12-17",0.82,-1.63,14.27,11.97,0.01,86400.0,0
"2019-12-18",0.38,-2.19,10.59,9.86,0.01,86400.0,0
"2019-12-19",0.79,-2.00,15.85,15.30,0.01,86400.0,0
"2019-12-20",0.84,-2.08,12.21,13.64,0.01,86400.0,0
"2019-12-21",1.12,-1.79,18.41,19.64,0.02,86400.0,0
"2019-12-22",0.88,-1.50,11.65,12.30,0.01,85094.0,0
"2019-12-23",0.90,-1.60,14.11,12.35,0.01,86400.0,0
"2019-12-24",1.13,-1.26,16.90,15.61,0.01,86400.0,0
"2019-12-25",0.54,-1.26,8.16,5.65,0.01,86400.0,0
"2019-12-26",0.76,-1.33,11.91,9.82,0.01,86392.0,0
"2019-12-27",0.98,-1.42,13.29,14.78,0.01,86400.0,0
"2019-12-28",0.39,-1.87,10.78,6.81,0.01,86400.0,0
"2019-12-29",0.29,-1.39,8.53,4.15,0.01,86400.0,0
"2019-12-30",1.09,-0.97,18.26,13.26,0.01,86400.0,0
"2019-12-31",0.83,-1.28,13.16,11.79,0.01,86400.0,0
