date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2020-03-01",102.42,-2.33,967.44,23319.76,0.52,86399.0,0
"2020-03-02",131.47,-1.86,585.66,28335.50,0.57,86400.0,0
"2020-03-03",181.48,-1.99,761.34,60110.49,0.83,86400.0,0
"2020-03-04",140.84,-1.93,854.99,37520.90,0.66,86400.0,0
"2020-03-05",137.59,-1.84,1079.03,39896.81,0.68,86400.0,0
"2020-03-06",188.37,-2.10,742.16,64345.53,0.86,86400.0,0
"2020-03-07",188.35,-3.79,742.04,66659.12,0.88,86400.0,0
"2020-03-08",86.36,-2.07,527.22,16799.98,0.44,86400.0,0
"2020-03-09",192.70,-1.30,712.47,71010.50,0.91,86400.0,0
"2020-03-10",141.88,-1.76,883.63,44222.18,0.72,86400.0,0
"2020-03-11",148.13,-1.50,848.58,45253.23,0.72,86400.0,0
"2020-03-12",158.44,-1.64,1149.68,54678.33,0.80,86400.0,0
"2020-03-13",162.08,-1.81,1032.86,48088.41,0.75,86400.0,0
"2020-03-14",169.66,-1.52,927.37,55598.97,0.80,86400.0,0
"2020-03-15",63.84,-0.93,378.92,8605.84,0.32,86399.0,0
"2020-03-16",181.41,-1.27,1163.24,62200.34,0.85,86399.0,0
"2020-03-17",218.83,-1.82,768.52,83847.27,0.99,86400.0,0
"2020-03-18",58.00,-1.03,285.60,6154.04,0.27,86400.0,0
"2020-03-19",201.58,-1.29,948.00,78740.03,0.95,86400.0,0
"2020-03-20",239.50,-1.98,849.01,90439.71,1.02,86400.0,0
"2020-03-21",120.39,-1.73,542.64,24588.99,0.53,86400.0,0
"2020-03-22",197.45,-1.67,1110.66,75565.18,0.94,86400.0,0
"2020-03-23",185.47,-2.15,1042.81,63360.11,0.86,86400.0,0
"2020-03-24",136.71,-1.87,1039.65,42479.57,0.70,86400.0,0
"2020-03-25",144.94,-2.04,942.30,44973.57,0.72,86400.0,0
"2020-03-26",173.89,-1.90,1246.96,54529.96,0.79,86400.0,0
"2020-03-27",219.11,-1.87,1005.83,83648.01,0.98,86399.0,0
"2020-03-28",235.19,-2.09,799.32,87797.09,1.01,86400.0,0
"2020-03-29",245.49,-2.19,800.47,91567.52,1.03,86400.0,0
"2020-03-30",234.14,-2.19,922.13,91821.01,1.03,86400.0,0
"2020-03-31",155.71,-1.81,834.05,45071.62,0.72,86400.0,0
