date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2017-09-01",232.05,-2.12,1176.16,114866.92,1.15,86400.0,0
"2017-09-02",253.59,-2.88,1163.39,107057.61,1.11,86400.0,0
"2017-09-03",263.61,-3.36,1087.48,118502.05,1.17,86291.0,0
"2017-09-04",260.89,-3.11,1090.55,121705.35,1.19,86400.0,0
"2017-09-05",210.91,-2.88,1068.95,94373.12,1.05,86400.0,0
"2017-09-06",268.99,-1.81,941.60,127412.29,1.21,86400.0,0
"2017-09-07",289.35,-2.58,925.99,126074.70,1.21,86400.0,0
"2017-09-08",283.46,-3.01,921.38,121922.61,1.19,86400.0,0
"2017-09-09",264.29,-2.57,1041.48,115510.66,1.16,86400.0,0
"2017-09-10",275.51,-2.58,1181.05,123728.96,1.20,86400.0,0
"2017-09-11",49.12,-2.41,297.91,4534.16,0.23,86400.0,0
"2017-09-12",46.02,-1.62,296.22,3803.02,0.21,86400.0,0
"2017-09-13",84.21,-1.71,1227.95,19873.16,0.48,86400.0,0
"2017-09-14",183.35,-3.24,1198.87,70443.73,0.90,86400.0,0
"2017-09-15",237.05,-2.58,1075.06,99760.54,1.08,86302.0,0
"2017-09-16",211.10,-2.38,1084.54,89160.17,1.02,86400.0,0
"2017-09-17",211.67,-2.49,1082.23,85098.88,0.99,86400.0,0
"2017-09-18",197.62,-2.26,1000.75,81519.94,0.97,86400.0,0
"2017-09-19",209.13,-2.65,1051.52,86491.40,1.00,86400.0,0
"2017-09-20",205.50,-2.46,1107.37,84115.86,0.99,86400.0,0
"2017-09-21",225.66,-2.68,982.76,92742.81,1.04,86305.0,0
"2017-09-22",237.10,-2.82,963.89,99205.59,1.07,86400.0,0
"2017-09-23",235.05,-2.62,1026.88,96288.75,1.06,86400.0,0
"2017-09-24",231.36,-2.66,1108.16,94242.35,1.04,86400.0,0
"2017-09-25",155.30,-2.60,1150.36,49189.10,0.75,86400.0,0
"2017-09-26",225.05,-2.62,972.29,90779.78,1.03,86400.0,0
"2017-09-27",240.16,-2.87,927.36,99026.87,1.07,86400.0,0
"2017-09-28",235.08,-2.90,909.27,97421.68,1.06,86400.0,0
"2017-09-29",235.71,-2.52,804.81,92635.06,1.04,86400.0,0
"2017-09-30",224.71,-2.51,803.58,89559.04,1.02,86400.0,0
