date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2018-04-01",175.44,-1.74,962.41,57175.84,0.81,86400.0,0
"2018-04-02",153.47,-1.56,1073.59,55449.64,0.80,86400.0,0
"2018-04-03",86.44,-1.56,851.44,21229.43,0.50,86400.0,0
"2018-04-04",39.32,-0.56,361.25,3372.20,0.20,86398.0,0
"2018-04-05",287.18,-1.52,1058.32,122177.49,1.19,86400.0,0
"2018-04-06",89.66,-1.63,654.01,16950.79,0.44,86400.0,0
"2018-04-07",268.41,-1.10,1144.38,130125.98,1.23,86400.0,0
"2018-04-08",187.89,-1.51,1261.77,73782.39,0.92,86400.0,0
"2018-04-09",266.56,-1.61,948.04,108313.60,1.13,84121.0,0
"2018-04-10",93.32,-1.52,616.71,14132.71,0.40,86400.0,0
"2018-04-11",248.71,-1.58,1074.59,113169.70,1.14,86400.0,0
"2018-04-12",177.97,-1.65,790.92,59640.68,0.83,86400.0,0
"2018-04-13",159.56,-1.70,1098.76,34304.84,0.63,86400.0,0
"2018-04-14",165.29,-1.70,1284.24,61802.66,0.85,86400.0,0
"2018-04-15",34.60,-0.62,159.11,1654.05,0.14,86400.0,0
"2018-04-16",40.91,-0.81,369.19,3572.30,0.20,86400.0,0
"2018-04-17",159.84,-1.35,1204.95,46642.50,0.73,86400.0,0
"2018-04-18",128.85,-1.29,1392.13,38741.14,0.67,86400.0,0
"2018-04-19",89.16,-1.01,1433.31,25552.30,0.54,86400.0,0
"2018-04-20",247.20,-1.06,1336.23,121638.52,1.19,86400.0,0
"2018-04-21",318.27,-1.58,951.41,132571.46,1.24,86400.0,0
"2018-04-22",323.26,-1.84,955.31,135953.51,1.25,86400.0,0
"2018-04-23",271.74,-1.92,975.06,114394.73,1.20,79153.0,0
"2018-04-24",291.14,-1.95,979.64,128999.59,1.22,86400.0,0
"2018-04-25",60.84,-1.52,379.99,6852.26,0.28,86400.0,0
"2018-04-26",204.10,-0.64,1357.97,98396.56,1.07,86400.0,0
"2018-04-27",94.48,-1.52,937.60,21119.87,0.49,86400.0,0
"2018-04-28",251.81,-1.29,1255.27,113302.58,1.15,86400.0,0
"2018-04-29",50.85,-1.74,438.69,5021.03,0.24,86400.0,0
"2018-04-30",105.40,-1.35,796.89,18252.52,0.46,86400.0,0
