date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2019-01-01",105.98,-2.02,668.62,29276.92,0.58,86400.0,0
"2019-01-02",129.53,-1.72,537.14,37768.82,0.66,86400.0,0
"2019-01-03",130.43,-1.99,536.19,37930.48,0.66,86400.0,0
"2019-01-04",127.51,-1.99,582.22,36892.93,0.65,86400.0,0
"2019-01-05",23.51,-2.19,163.05,1686.22,0.14,86398.0,0
"2019-01-06",43.32,-1.82,531.61,8099.08,0.31,86400.0,0
"2019-01-07",19.27,-1.59,316.67,2942.53,0.21,64293.0,1
"2019-01-08",,,,-0.00,,0.0,1
"2019-01-09",50.76,6.84,183.20,1652.99,0.33,14913.0,1
"2019-01-10",126.25,-2.76,802.54,38999.84,0.67,86400.0,0
"2019-01-11",104.85,-2.83,703.19,28243.18,0.57,86400.0,0
"2019-01-12",115.36,-3.74,672.18,34900.16,0.64,86400.0,0
"2019-01-13",122.69,-3.03,638.77,38121.66,0.66,86400.0,0
"2019-01-14",28.50,-2.84,204.57,2323.41,0.16,86400.0,0
"2019-01-15",22.22,-3.35,164.29,1563.93,0.13,86400.0,0
"2019-01-16",49.28,-3.15,703.71,10271.75,0.34,86400.0,0
"2019-01-17",21.85,-5.00,309.78,2009.32,0.15,86234.0,0
"2019-01-18",99.18,-2.47,693.96,23820.40,0.53,86400.0,0
"2019-01-19",131.69,-2.55,614.05,39918.21,0.68,86400.0,0
"2019-01-20",89.63,-2.76,836.28,23878.16,0.53,86400.0,0
"2019-01-21",94.01,-3.08,911.42,30678.11,0.60,86400.0,0
"2019-01-22",133.75,-3.22,719.29,43769.76,0.71,86400.0,0
"2019-01-23",151.84,-2.67,607.77,49739.96,0.76,86400.0,0
"2019-01-24",151.94,-2.79,611.37,49564.16,0.76,86400.0,0
"2019-01-25",153.49,-3.79,696.48,49707.22,0.76,86400.0,0
"2019-01-26",130.14,-3.74,590.91,35750.13,0.64,86400.0,0
"2019-01-27",152.39,-4.01,636.79,49206.12,0.75,86400.0,0
"2019-01-28",104.30,-2.72,738.00,27921.06,0.57,86400.0,0
"2019-01-29",56.88,-3.16,305.03,7906.39,0.30,86400.0,0
"2019-01-30",115.34,-2.74,729.74,34693.75,0.63,86400.0,0
"2019-01-31",148.02,-4.56,621.51,51514.49,0.77,86400.0,0
