date,wssShortRadMean,wssShortRadMinimum,wssShortRadMaximum,wssShortRadVariance,wssShortRadStdErMean,wssShortRadNumPts,shortRadQF
"2019-07-01",288.05,-3.01,1154.43,144074.45,1.29,86400.0,0
"2019-07-02",297.63,-2.01,1139.39,153421.72,1.33,86400.0,0
"2019-07-03",251.99,-2.06,1068.69,136854.17,1.28,83625.0,0
"2019-07-04",246.39,-2.34,1273.89,134775.91,1.25,86400.0,0
"2019-07-05",129.44,-2.06,1414.78,62192.20,0.85,86400.0,0
"2019-07-06",182.48,-1.86,1317.48,85140.84,0.99,86400.0,0
"2019-07-07",182.90,-1.70,1405.54,68882.18,0.89,86400.0,0
"2019-07-08",260.59,-1.85,1189.84,116447.69,1.16,86400.0,0
"2019-07-09",221.99,-2.01,1205.19,119707.33,1.19,84464.0,0
"2019-07-10",221.94,-2.06,1287.29,117392.35,1.17,86400.0,0
"2019-07-11",254.50,-2.16,1166.86,134804.95,1.25,86400.0,0
"2019-07-12",271.64,-1.96,1310.97,134614.60,1.25,86400.0,0
"2019-07-13",282.49,-2.09,1170.63,126219.14,1.21,86400.0,0
"2019-07-14",300.96,-2.26,1118.65,132594.37,1.24,86400.0,0
"2019-07-15",289.52,-2.28,1061.30,141299.82,1.28,85808.0,0
"2019-07-16",260.83,-2.04,1336.96,121360.41,1.19,86400.0,0
"2019-07-17",173.18,-2.09,1215.68,82530.09,0.98,86400.0,0
"2019-07-18",281.65,-2.11,1061.87,117586.41,1.17,85883.0,0
"2019-07-19",178.26,-2.21,1234.64,91736.74,1.03,86400.0,0
"2019-07-20",248.48,-2.21,1282.73,119775.27,1.18,86400.0,0
"2019-07-21",240.05,-2.16,1269.99,130679.53,1.23,86400.0,0
"2019-07-22",288.29,-2.09,1175.00,133231.62,1.24,86400.0,0
"2019-07-23",265.51,-2.71,1349.67,115387.52,1.16,86400.0,0
"2019-07-24",95.01,-2.04,1322.93,25772.79,0.55,86400.0,0
"2019-07-25",176.11,-2.24,1158.45,65316.64,0.87,86400.0,0
"2019-07-26",105.52,-2.44,1185.96,19599.37,0.48,86400.0,0
"2019-07-27",229.13,-1.98,1274.35,89188.96,1.02,86400.0,0
"2019-07-28",215.28,-2.06,1452.57,95712.36,1.05,86400.0,0
"2019-07-29",264.41,-2.00,1299.77,112411.64,1.14,86400.0,0
"2019-07-30",300.06,-2.24,1238.92,141098.40,1.28,86400.0,0
"2019-07-31",205.71,-2.19,1237.16,85743.03,1.00,86400.0,0
